entity,entity_type,cell_x,cell_y,xT
Hoffenheim,team,14,3,0.078571
Hoffenheim,team,14,4,0.140998
Hoffenheim,team,14,5,0.289666
Hoffenheim,team,14,6,0.260813
Hoffenheim,team,14,7,0.107744
Hoffenheim,team,14,8,0.085602
Hoffenheim,team,14,9,0.444444
Hoffenheim,team,14,10,0.0
Hoffenheim,team,14,11,0.0
Hoffenheim,team,15,0,0.0
Hoffenheim,team,15,1,0.0
Hoffenheim,team,15,2,0.0
Hoffenheim,team,15,3,0.0
Hoffenheim,team,15,4,0.1
Hoffenheim,team,15,5,0.411765
Hoffenheim,team,15,6,0.111111
Hoffenheim,team,15,7,0.25
Hoffenheim,team,15,8,0.333333
Hoffenheim,team,15,9,0.0
Hoffenheim,team,15,10,0.0
Hoffenheim,team,15,11,0.0
Inter,team,0,0,0.0
Inter,team,0,1,0.0
Inter,team,0,2,0.0
Inter,team,0,3,0.0
Inter,team,0,4,0.0
Inter,team,0,5,0.0
Inter,team,0,6,0.0
Inter,team,0,7,0.0
Inter,team,0,8,0.0
Inter,team,0,9,0.0
Inter,team,0,10,0.0
Inter,team,0,11,0.0
Inter,team,1,0,0.0
Inter,team,1,1,0.0
Inter,team,1,2,0.0
Inter,team,1,3,0.0
Inter,team,1,4,0.0
Inter,team,1,5,0.0
Inter,team,1,6,0.0
Inter,team,1,7,0.0
Inter,team,1,8,0.0
Inter,team,1,9,0.0
Inter,team,1,10,0.0
Inter,team,1,11,0.0
Inter,team,2,0,0.0
Inter,team,2,1,0.0
Inter,team,2,2,0.0
Inter,team,2,3,0.0
Inter,team,2,4,0.0
Inter,team,2,5,0.0
Inter,team,2,6,0.0
Inter,team,2,7,0.0
Inter,team,2,8,0.0
Inter,team,2,9,0.0
Inter,team,2,10,0.0
Inter,team,2,11,0.0
Inter,team,3,0,0.0
Inter,team,3,1,0.0
Inter,team,3,2,0.0
Inter,team,3,3,0.0
Inter,team,3,4,0.0
Inter,team,3,5,0.0
Inter,team,3,6,0.0
Inter,team,3,7,0.0
Inter,team,3,8,0.0
Inter,team,3,9,0.0
Inter,team,3,10,0.0
Inter,team,3,11,0.0
Inter,team,4,0,0.0
Inter,team,4,1,0.0
Inter,team,4,2,0.0
Inter,team,4,3,0.0
Inter,team,4,4,0.0
Inter,team,4,5,0.0
Inter,team,4,6,0.0
Inter,team,4,7,0.0
Inter,team,4,8,0.0
Inter,team,4,9,0.0
Inter,team,4,10,0.0
Inter,team,4,11,0.0
Inter,team,5,0,0.0
Inter,team,5,1,0.0
Inter,team,5,2,0.0
Inter,team,5,3,0.0
Inter,team,5,4,0.0
Inter,team,5,5,0.0
Inter,team,5,6,0.0
Inter,team,5,7,0.0
Inter,team,5,8,0.0
Inter,team,5,9,0.0
Inter,team,5,10,0.0
Inter,team,5,11,0.0
Inter,team,6,0,0.0
Inter,team,6,1,0.0
Inter,team,6,2,0.0
Inter,team,6,3,0.0
Inter,team,6,4,0.0
Inter,team,6,5,0.0
Inter,team,6,6,0.0
Inter,team,6,7,0.0
Inter,team,6,8,0.0
Inter,team,6,9,0.0
Inter,team,6,10,0.0
Inter,team,6,11,0.0
Inter,team,7,0,0.0
Inter,team,7,1,0.0
Inter,team,7,2,0.0
Inter,team,7,3,0.0
Inter,team,7,4,0.0
Inter,team,7,5,0.0
Inter,team,7,6,0.0
Inter,team,7,7,0.0
Inter,team,7,8,0.0
Inter,team,7,9,0.0
Inter,team,7,10,0.0
Inter,team,7,11,0.0
Inter,team,8,0,0.0
Inter,team,8,1,0.0
Inter,team,8,2,0.0
Inter,team,8,3,0.0
Inter,team,8,4,0.0
Inter,team,8,5,0.0
Inter,team,8,6,0.0
Inter,team,8,7,0.0
Inter,team,8,8,0.0
Inter,team,8,9,0.0
Inter,team,8,10,0.0
Inter,team,8,11,0.0
Inter,team,9,0,0.0
Inter,team,9,1,0.0
Inter,team,9,2,0.0
Inter,team,9,3,0.0765
Inter,team,9,4,0.077435
Inter,team,9,5,0.088948
Inter,team,9,6,0.091901
Inter,team,9,7,0.0
Inter,team,9,8,0.060432
Inter,team,9,9,0.0
Inter,team,9,10,0.0
Inter,team,9,11,0.0
Inter,team,10,0,0.0
Inter,team,10,1,0.0
Inter,team,10,2,0.052163
Inter,team,10,3,0.087732
Inter,team,10,4,0.099181
Inter,team,10,5,0.086294
Inter,team,10,6,0.09324
Inter,team,10,7,0.113851
Inter,team,10,8,0.085742
Inter,team,10,9,0.094856
Inter,team,10,10,0.0
Inter,team,10,11,0.0
Inter,team,11,0,0.0
Inter,team,11,1,0.082159
Inter,team,11,2,0.069386
Inter,team,11,3,0.225792
Inter,team,11,4,0.066863
Inter,team,11,5,0.091661
Inter,team,11,6,0.095803
Inter,team,11,7,0.061696
Inter,team,11,8,0.11855
Inter,team,11,9,0.096559
Inter,team,11,10,0.0
Inter,team,11,11,0.0
Inter,team,12,0,0.0
Inter,team,12,1,0.0
Inter,team,12,2,0.132013
Inter,team,12,3,0.040894
Inter,team,12,4,0.111908
Inter,team,12,5,0.126368
Inter,team,12,6,0.142532
Inter,team,12,7,0.127545
Inter,team,12,8,0.078739
Inter,team,12,9,0.092339
Inter,team,12,10,0.08377
Inter,team,12,11,0.0
Inter,team,13,0,0.0
Inter,team,13,1,0.089971
Inter,team,13,2,0.082243
Inter,team,13,3,0.185874
Inter,team,13,4,0.120281
Inter,team,13,5,0.123322
Inter,team,13,6,0.147907
Inter,team,13,7,0.166817
Inter,team,13,8,0.083778
Inter,team,13,9,0.17303
Inter,team,13,10,0.134545
Inter,team,13,11,0.0
Inter,team,14,0,0.0
Inter,team,14,1,0.0
Inter,team,14,2,0.0
Inter,team,14,3,0.089976
Inter,team,14,4,0.141304
Inter,team,14,5,0.121621
Inter,team,14,6,0.263333
Inter,team,14,7,0.126217
Inter,team,14,8,0.134545
Inter,team,14,9,0.111111
Inter,team,14,10,0.0
Inter,team,14,11,0.0
Inter,team,15,0,0.0
Inter,team,15,1,0.0
Inter,team,15,2,0.0
Inter,team,15,3,0.0
Inter,team,15,4,0.0
Inter,team,15,5,0.478261
Inter,team,15,6,0.363636
Inter,team,15,7,0.222222
Inter,team,15,8,0.5
Inter,team,15,9,0.0
Inter,team,15,10,0.0
Inter,team,15,11,0.0
Juventus,team,0,0,0.0
Juventus,team,0,1,0.0
Juventus,team,0,2,0.0
Juventus,team,0,3,0.0
Juventus,team,0,4,0.0
Juventus,team,0,5,0.0
Juventus,team,0,6,0.0
Juventus,team,0,7,0.0
Juventus,team,0,8,0.0
Juventus,team,0,9,0.0
Juventus,team,0,10,0.0
Juventus,team,0,11,0.0
Juventus,team,1,0,0.0
Juventus,team,1,1,0.0
Juventus,team,1,2,0.0
Juventus,team,1,3,0.0
Juventus,team,1,4,0.0
Juventus,team,1,5,0.0
Juventus,team,1,6,0.0
Juventus,team,1,7,0.0
Juventus,team,1,8,0.0
Juventus,team,1,9,0.0
Juventus,team,1,10,0.0
Juventus,team,1,11,0.0
Juventus,team,2,0,0.0
Juventus,team,2,1,0.0
Juventus,team,2,2,0.0
Juventus,team,2,3,0.0
Juventus,team,2,4,0.0
Juventus,team,2,5,0.0
Juventus,team,2,6,0.0
Juventus,team,2,7,0.0
Juventus,team,2,8,0.0
Juventus,team,2,9,0.0
Juventus,team,2,10,0.0
Juventus,team,2,11,0.0
Juventus,team,3,0,0.0
Juventus,team,3,1,0.0
Juventus,team,3,2,0.0
Juventus,team,3,3,0.0
Juventus,team,3,4,0.0
Juventus,team,3,5,0.0
Juventus,team,3,6,0.0
Juventus,team,3,7,0.0
Juventus,team,3,8,0.0
Juventus,team,3,9,0.0
Juventus,team,3,10,0.0
Juventus,team,3,11,0.0
Juventus,team,4,0,0.0
Juventus,team,4,1,0.0
Juventus,team,4,2,0.0
Juventus,team,4,3,0.0
Juventus,team,4,4,0.0
Juventus,team,4,5,0.0
Juventus,team,4,6,0.0
Juventus,team,4,7,0.0
Juventus,team,4,8,0.0
Juventus,team,4,9,0.0
Juventus,team,4,10,0.0
Juventus,team,4,11,0.0
Juventus,team,5,0,0.0
Juventus,team,5,1,0.0
Juventus,team,5,2,0.0
Juventus,team,5,3,0.0
Juventus,team,5,4,0.0
Juventus,team,5,5,0.0
Juventus,team,5,6,0.0
Juventus,team,5,7,0.0
Juventus,team,5,8,0.0
Juventus,team,5,9,0.0
Juventus,team,5,10,0.0
Juventus,team,5,11,0.0
Juventus,team,6,0,0.0
Juventus,team,6,1,0.0
Juventus,team,6,2,0.0
Juventus,team,6,3,0.0
Juventus,team,6,4,0.0
Juventus,team,6,5,0.0
Juventus,team,6,6,0.0
Juventus,team,6,7,0.0
Juventus,team,6,8,0.0
Juventus,team,6,9,0.0
Juventus,team,6,10,0.0
Juventus,team,6,11,0.0
Juventus,team,7,0,0.0
Juventus,team,7,1,0.0
Juventus,team,7,2,0.0
Juventus,team,7,3,0.0
Juventus,team,7,4,0.0
Juventus,team,7,5,0.0
Juventus,team,7,6,0.0
Juventus,team,7,7,0.0
Juventus,team,7,8,0.0
Juventus,team,7,9,0.0
Juventus,team,7,10,0.0
Juventus,team,7,11,0.0
Juventus,team,8,0,0.0
Juventus,team,8,1,0.0
Juventus,team,8,2,0.0
Juventus,team,8,3,0.0
Juventus,team,8,4,0.0
Juventus,team,8,5,0.070594
Juventus,team,8,6,0.0
Juventus,team,8,7,0.0
Juventus,team,8,8,0.0
Juventus,team,8,9,0.0
Juventus,team,8,10,0.0
Juventus,team,8,11,0.0
Juventus,team,9,0,0.0
Juventus,team,9,1,0.0
Juventus,team,9,2,0.0
Juventus,team,9,3,0.0
Juventus,team,9,4,0.088115
Juventus,team,9,5,0.048207
Juventus,team,9,6,0.063212
Juventus,team,9,7,0.0
Juventus,team,9,8,0.118764
Juventus,team,9,9,0.0
Juventus,team,9,10,0.0
Juventus,team,9,11,0.0
Juventus,team,10,0,0.051058
Juventus,team,10,1,0.04111
Juventus,team,10,2,0.048603
Juventus,team,10,3,0.049768
Juventus,team,10,4,0.098331
Juventus,team,10,5,0.082791
Juventus,team,10,6,0.076403
Juventus,team,10,7,0.0883
Juventus,team,10,8,0.058139
Juventus,team,10,9,0.052933
Juventus,team,10,10,0.0
Juventus,team,10,11,0.0
Juventus,team,11,0,0.0
Juventus,team,11,1,0.0
Juventus,team,11,2,0.051719
Juventus,team,11,3,0.059144
Juventus,team,11,4,0.049424
Juventus,team,11,5,0.087371
Juventus,team,11,6,0.119734
Juventus,team,11,7,0.064671
Juventus,team,11,8,0.049918
Juventus,team,11,9,0.059605
Juventus,team,11,10,0.0
Juventus,team,11,11,0.0
Juventus,team,12,0,0.0
Juventus,team,12,1,0.0
Juventus,team,12,2,0.033905
Juventus,team,12,3,0.041176
Juventus,team,12,4,0.056116
Juventus,team,12,5,0.089817
Juventus,team,12,6,0.08246
Juventus,team,12,7,0.065505
Juventus,team,12,8,0.057195
Juventus,team,12,9,0.038739
Juventus,team,12,10,0.028751
Juventus,team,12,11,0.0
Juventus,team,13,0,0.0
Juventus,team,13,1,0.0
Juventus,team,13,2,0.011336
Juventus,team,13,3,0.127483
Juventus,team,13,4,0.090688
Juventus,team,13,5,0.173564
Juventus,team,13,6,0.131417
Juventus,team,13,7,0.093085
Juventus,team,13,8,0.03135
Juventus,team,13,9,0.028751
Juventus,team,13,10,0.0
Juventus,team,13,11,0.0
Juventus,team,14,0,0.0
Juventus,team,14,1,0.0
Juventus,team,14,2,0.0
Juventus,team,14,3,0.0
Juventus,team,14,4,0.135619
Juventus,team,14,5,0.11875
Juventus,team,14,6,0.223229
Juventus,team,14,7,0.176397
Juventus,team,14,8,0.0
Juventus,team,14,9,0.0
Juventus,team,14,10,0.0
Juventus,team,14,11,0.0
Juventus,team,15,0,0.0
Juventus,team,15,1,0.0
Juventus,team,15,2,0.0
Juventus,team,15,3,0.0
Juventus,team,15,4,0.2
Juventus,team,15,5,0.307692
Juventus,team,15,6,0.337963
Juventus,team,15,7,0.111111
Juventus,team,15,8,0.0
Juventus,team,15,9,0.0
Juventus,team,15,10,0.0
Juventus,team,15,11,0.0
Lazio,team,0,0,0.0
Lazio,team,0,1,0.0
Lazio,team,0,2,0.0
Lazio,team,0,3,0.0
Lazio,team,0,4,0.0
Lazio,team,0,5,0.0
Lazio,team,0,6,0.0
Lazio,team,0,7,0.0
Lazio,team,0,8,0.0
Lazio,team,0,9,0.0
Lazio,team,0,10,0.0
Lazio,team,0,11,0.0
Lazio,team,1,0,0.0
Lazio,team,1,1,0.0
Lazio,team,1,2,0.0
Lazio,team,1,3,0.0
Lazio,team,1,4,0.0
Lazio,team,1,5,0.0
Lazio,team,1,6,0.0
Lazio,team,1,7,0.0
Lazio,team,1,8,0.0
Lazio,team,1,9,0.0
Lazio,team,1,10,0.0
Lazio,team,1,11,0.0
Lazio,team,2,0,0.0
Lazio,team,2,1,0.0
Lazio,team,2,2,0.0
Lazio,team,2,3,0.0
Lazio,team,2,4,0.0
Lazio,team,2,5,0.0
Lazio,team,2,6,0.0
Lazio,team,2,7,0.0
Lazio,team,2,8,0.0
Lazio,team,2,9,0.0
Lazio,team,2,10,0.0
Lazio,team,2,11,0.0
Lazio,team,3,0,0.0
Lazio,team,3,1,0.0
Lazio,team,3,2,0.0
Lazio,team,3,3,0.0
Lazio,team,3,4,0.0
Lazio,team,3,5,0.0
Lazio,team,3,6,0.0
Lazio,team,3,7,0.0
Lazio,team,3,8,0.0
Lazio,team,3,9,0.0
Lazio,team,3,10,0.0
Lazio,team,3,11,0.0
Lazio,team,4,0,0.0
Lazio,team,4,1,0.0
Lazio,team,4,2,0.0
Lazio,team,4,3,0.0
Lazio,team,4,4,0.0
Lazio,team,4,5,0.0
Lazio,team,4,6,0.0
Lazio,team,4,7,0.0
Lazio,team,4,8,0.0
Lazio,team,4,9,0.0
Lazio,team,4,10,0.0
Lazio,team,4,11,0.0
Lazio,team,5,0,0.0
Lazio,team,5,1,0.0
Lazio,team,5,2,0.0
Lazio,team,5,3,0.0
Lazio,team,5,4,0.0
Lazio,team,5,5,0.0
Lazio,team,5,6,0.0
Lazio,team,5,7,0.0
Lazio,team,5,8,0.0
Lazio,team,5,9,0.0
Lazio,team,5,10,0.0
Lazio,team,5,11,0.0
Lazio,team,6,0,0.0
Lazio,team,6,1,0.0
Lazio,team,6,2,0.0
Lazio,team,6,3,0.0
Lazio,team,6,4,0.0
Lazio,team,6,5,0.0
Lazio,team,6,6,0.0
Lazio,team,6,7,0.0
Lazio,team,6,8,0.0
Lazio,team,6,9,0.0
Lazio,team,6,10,0.0
Lazio,team,6,11,0.0
Lazio,team,7,0,0.0
Lazio,team,7,1,0.0
Lazio,team,7,2,0.0
Lazio,team,7,3,0.0
Lazio,team,7,4,0.0
Lazio,team,7,5,0.0
Lazio,team,7,6,0.0
Lazio,team,7,7,0.0
Lazio,team,7,8,0.0
Lazio,team,7,9,0.0
Lazio,team,7,10,0.0
Lazio,team,7,11,0.0
Lazio,team,8,0,0.0
Lazio,team,8,1,0.0
Lazio,team,8,2,0.0
Lazio,team,8,3,0.0
Lazio,team,8,4,0.0
Lazio,team,8,5,0.0
Lazio,team,8,6,0.0
Lazio,team,8,7,0.0
Lazio,team,8,8,0.0
Lazio,team,8,9,0.0
Lazio,team,8,10,0.0
Lazio,team,8,11,0.0
Lazio,team,9,0,0.0
Lazio,team,9,1,0.0
Lazio,team,9,2,0.0
Lazio,team,9,3,0.0
Lazio,team,9,4,0.050251
Lazio,team,9,5,0.034701
Lazio,team,9,6,0.0
Lazio,team,9,7,0.036801
Lazio,team,9,8,0.063488
Lazio,team,9,9,0.0
Lazio,team,9,10,0.0
Lazio,team,9,11,0.0
Lazio,team,10,0,0.0
Lazio,team,10,1,0.0
Lazio,team,10,2,0.029669
Lazio,team,10,3,0.058556
Lazio,team,10,4,0.048516
Lazio,team,10,5,0.077964
Lazio,team,10,6,0.041845
Lazio,team,10,7,0.090425
Lazio,team,10,8,0.022125
Lazio,team,10,9,0.04077
Lazio,team,10,10,0.0
Lazio,team,10,11,0.0
Lazio,team,11,0,0.0
Lazio,team,11,1,0.059678
Lazio,team,11,2,0.026929
Lazio,team,11,3,0.027777
Lazio,team,11,4,0.035295
Lazio,team,11,5,0.047819
Lazio,team,11,6,0.093062
Lazio,team,11,7,0.035701
Lazio,team,11,8,0.027075
Lazio,team,11,9,0.039812
Lazio,team,11,10,0.022819
Lazio,team,11,11,0.0
Lazio,team,12,0,0.0
Lazio,team,12,1,0.0
Lazio,team,12,2,0.077305
Lazio,team,12,3,0.033785
Lazio,team,12,4,0.083342
Lazio,team,12,5,0.086463
Lazio,team,12,6,0.151735
Lazio,team,12,7,0.061818
Lazio,team,12,8,0.009404
Lazio,team,12,9,0.044978
Lazio,team,12,10,0.05476
Lazio,team,12,11,0.0
Lazio,team,13,0,0.0
Lazio,team,13,1,0.0
Lazio,team,13,2,0.085577
Lazio,team,13,3,0.096489
Lazio,team,13,4,0.135427
Lazio,team,13,5,0.139289
Lazio,team,13,6,0.119782
Lazio,team,13,7,0.23101
Lazio,team,13,8,0.082152
Lazio,team,13,9,0.014829
Lazio,team,13,10,0.0
Lazio,team,13,11,0.0
Lazio,team,14,0,0.0
Lazio,team,14,1,0.0
Lazio,team,14,2,0.0
Lazio,team,14,3,0.142628
Lazio,team,14,4,0.126786
Lazio,team,14,5,0.168416
Lazio,team,14,6,0.205
Lazio,team,14,7,0.055639
Lazio,team,14,8,0.016667
Lazio,team,14,9,0.133333
Lazio,team,14,10,0.0
Lazio,team,14,11,0.0
Lazio,team,15,0,0.0
Lazio,team,15,1,0.0
Lazio,team,15,2,0.0
Lazio,team,15,3,0.0
Lazio,team,15,4,0.25
Lazio,team,15,5,0.153846
Lazio,team,15,6,0.285714
Lazio,team,15,7,0.0
Lazio,team,15,8,0.2
Lazio,team,15,9,0.0
Lazio,team,15,10,0.0
Lazio,team,15,11,0.0
Le Havre,team,0,0,0.0
Le Havre,team,0,1,0.0
Le Havre,team,0,2,0.0
Le Havre,team,0,3,0.0
Le Havre,team,0,4,0.0
Le Havre,team,0,5,0.0
Le Havre,team,0,6,0.0
Le Havre,team,0,7,0.0
Le Havre,team,0,8,0.0
Le Havre,team,0,9,0.0
Le Havre,team,0,10,0.0
Le Havre,team,0,11,0.0
Le Havre,team,1,0,0.0
Le Havre,team,1,1,0.0
Le Havre,team,1,2,0.0
Le Havre,team,1,3,0.0
Le Havre,team,1,4,0.0
Le Havre,team,1,5,0.0
Le Havre,team,1,6,0.0
Le Havre,team,1,7,0.0
Le Havre,team,1,8,0.0
Le Havre,team,1,9,0.0
Le Havre,team,1,10,0.0
Le Havre,team,1,11,0.0
Le Havre,team,2,0,0.0
Le Havre,team,2,1,0.0
Le Havre,team,2,2,0.0
Le Havre,team,2,3,0.0
Le Havre,team,2,4,0.0
Le Havre,team,2,5,0.0
Le Havre,team,2,6,0.0
Le Havre,team,2,7,0.0
Le Havre,team,2,8,0.0
Le Havre,team,2,9,0.0
Le Havre,team,2,10,0.0
Le Havre,team,2,11,0.0
Le Havre,team,3,0,0.0
Le Havre,team,3,1,0.0
Le Havre,team,3,2,0.0
Le Havre,team,3,3,0.0
Le Havre,team,3,4,0.0
Le Havre,team,3,5,0.0
Le Havre,team,3,6,0.0
Le Havre,team,3,7,0.0
Le Havre,team,3,8,0.0
Le Havre,team,3,9,0.0
Le Havre,team,3,10,0.0
Le Havre,team,3,11,0.0
Le Havre,team,4,0,0.0
Le Havre,team,4,1,0.0
Le Havre,team,4,2,0.0
Le Havre,team,4,3,0.0
Le Havre,team,4,4,0.0
Le Havre,team,4,5,0.0
Le Havre,team,4,6,0.0
Le Havre,team,4,7,0.0
Le Havre,team,4,8,0.0
Le Havre,team,4,9,0.0
Le Havre,team,4,10,0.0
Le Havre,team,4,11,0.0
Le Havre,team,5,0,0.0
Le Havre,team,5,1,0.0
Le Havre,team,5,2,0.0
Le Havre,team,5,3,0.0
Le Havre,team,5,4,0.0
Le Havre,team,5,5,0.0
Le Havre,team,5,6,0.0
Le Havre,team,5,7,0.0
Le Havre,team,5,8,0.0
Le Havre,team,5,9,0.0
Le Havre,team,5,10,0.0
Le Havre,team,5,11,0.0
Le Havre,team,6,0,0.0
Le Havre,team,6,1,0.0
Le Havre,team,6,2,0.0
Le Havre,team,6,3,0.0
Le Havre,team,6,4,0.0
Le Havre,team,6,5,0.0
Le Havre,team,6,6,0.0
Le Havre,team,6,7,0.0
Le Havre,team,6,8,0.0
Le Havre,team,6,9,0.0
Le Havre,team,6,10,0.0
Le Havre,team,6,11,0.0
Le Havre,team,7,0,0.0
Le Havre,team,7,1,0.0
Le Havre,team,7,2,0.0
Le Havre,team,7,3,0.0
Le Havre,team,7,4,0.0
Le Havre,team,7,5,0.0
Le Havre,team,7,6,0.0
Le Havre,team,7,7,0.0
Le Havre,team,7,8,0.0
Le Havre,team,7,9,0.0
Le Havre,team,7,10,0.0
Le Havre,team,7,11,0.0
Le Havre,team,8,0,0.0
Le Havre,team,8,1,0.0
Le Havre,team,8,2,0.0
Le Havre,team,8,3,0.0
Le Havre,team,8,4,0.0
Le Havre,team,8,5,0.0
Le Havre,team,8,6,0.0
Le Havre,team,8,7,0.0
Le Havre,team,8,8,0.0
Le Havre,team,8,9,0.0
Le Havre,team,8,10,0.0
Le Havre,team,8,11,0.0
Le Havre,team,9,0,0.0
Le Havre,team,9,1,0.0
Le Havre,team,9,2,0.019609
Le Havre,team,9,3,0.0
Le Havre,team,9,4,0.041699
Le Havre,team,9,5,0.041699
Le Havre,team,9,6,0.0
Le Havre,team,9,7,0.044162
Le Havre,team,9,8,0.0
Le Havre,team,9,9,0.021208
Le Havre,team,9,10,0.0
Le Havre,team,9,11,0.0
Le Havre,team,10,0,0.0
Le Havre,team,10,1,0.0
Le Havre,team,10,2,0.023
Le Havre,team,10,3,0.042833
Le Havre,team,10,4,0.036711
Le Havre,team,10,5,0.04437
Le Havre,team,10,6,0.044405
Le Havre,team,10,7,0.077454
Le Havre,team,10,8,0.06042
Le Havre,team,10,9,0.036527
Le Havre,team,10,10,0.094897
Le Havre,team,10,11,0.0
Le Havre,team,11,0,0.0
Le Havre,team,11,1,0.0
Le Havre,team,11,2,0.035856
Le Havre,team,11,3,0.042886
Le Havre,team,11,4,0.028193
Le Havre,team,11,5,0.024719
Le Havre,team,11,6,0.044973
Le Havre,team,11,7,0.05072
Le Havre,team,11,8,0.021812
Le Havre,team,11,9,0.03777
Le Havre,team,11,10,0.0
Le Havre,team,11,11,0.0
Le Havre,team,12,0,0.0
Le Havre,team,12,1,0.0
Le Havre,team,12,2,0.050109
Le Havre,team,12,3,0.04163
Le Havre,team,12,4,0.06607
Le Havre,team,12,5,0.068816
Le Havre,team,12,6,0.077647
Le Havre,team,12,7,0.08748
Le Havre,team,12,8,0.094592
Le Havre,team,12,9,0.095017
Le Havre,team,12,10,0.142712
Le Havre,team,12,11,0.0
Le Havre,team,13,0,0.0
Le Havre,team,13,1,0.0
Le Havre,team,13,2,0.0
Le Havre,team,13,3,0.073283
Le Havre,team,13,4,0.102124
Le Havre,team,13,5,0.173484
Le Havre,team,13,6,0.104029
Le Havre,team,13,7,0.142198
Le Havre,team,13,8,0.142643
Le Havre,team,13,9,0.071429
Le Havre,team,13,10,0.0
Le Havre,team,13,11,0.0
Le Havre,team,14,0,0.0
Le Havre,team,14,1,0.0
Le Havre,team,14,2,0.0
Le Havre,team,14,3,0.0
Le Havre,team,14,4,0.186274
Le Havre,team,14,5,0.213725
Le Havre,team,14,6,0.118548
Le Havre,team,14,7,0.188272
Le Havre,team,14,8,0.142857
Le Havre,team,14,9,0.0
Le Havre,team,14,10,0.0
Le Havre,team,14,11,0.0
Le Havre,team,15,0,0.0
Le Havre,team,15,1,0.0
Le Havre,team,15,2,0.0
Le Havre,team,15,3,0.0
Le Havre,team,15,4,0.0
Le Havre,team,15,5,0.1
Le Havre,team,15,6,0.166667
Le Havre,team,15,7,0.055556
Le Havre,team,15,8,0.0
Le Havre,team,15,9,0.0
Le Havre,team,15,10,0.0
Le Havre,team,15,11,0.0
Lecce,team,0,0,0.0
Lecce,team,0,1,0.0
Lecce,team,0,2,0.0
Lecce,team,0,3,0.0
Lecce,team,0,4,0.0
Lecce,team,0,5,0.0
Lecce,team,0,6,0.0
Lecce,team,0,7,0.0
Lecce,team,0,8,0.0
Lecce,team,0,9,0.0
Lecce,team,0,10,0.0
Lecce,team,0,11,0.0
Lecce,team,1,0,0.0
Lecce,team,1,1,0.0
Lecce,team,1,2,0.0
Lecce,team,1,3,0.0
Lecce,team,1,4,0.0
Lecce,team,1,5,0.0
Lecce,team,1,6,0.0
Lecce,team,1,7,0.0
Lecce,team,1,8,0.0
Lecce,team,1,9,0.0
Lecce,team,1,10,0.0
Lecce,team,1,11,0.0
Lecce,team,2,0,0.0
Lecce,team,2,1,0.0
Lecce,team,2,2,0.0
Lecce,team,2,3,0.0
Lecce,team,2,4,0.0
Lecce,team,2,5,0.0
Lecce,team,2,6,0.0
Lecce,team,2,7,0.0
Lecce,team,2,8,0.0
Lecce,team,2,9,0.0
Lecce,team,2,10,0.0
Lecce,team,2,11,0.0
Lecce,team,3,0,0.0
Lecce,team,3,1,0.0
Lecce,team,3,2,0.0
Lecce,team,3,3,0.0
Lecce,team,3,4,0.0
Lecce,team,3,5,0.0
Lecce,team,3,6,0.0
Lecce,team,3,7,0.0
Lecce,team,3,8,0.0
Lecce,team,3,9,0.0
Lecce,team,3,10,0.0
Lecce,team,3,11,0.0
Lecce,team,4,0,0.0
Lecce,team,4,1,0.0
Lecce,team,4,2,0.0
Lecce,team,4,3,0.0
Lecce,team,4,4,0.0
Lecce,team,4,5,0.0
Lecce,team,4,6,0.0
Lecce,team,4,7,0.0
Lecce,team,4,8,0.0
Lecce,team,4,9,0.0
Lecce,team,4,10,0.0
Lecce,team,4,11,0.0
Lecce,team,5,0,0.0
Lecce,team,5,1,0.0
Lecce,team,5,2,0.0
Lecce,team,5,3,0.0
Lecce,team,5,4,0.0
Lecce,team,5,5,0.0
Lecce,team,5,6,0.0
Lecce,team,5,7,0.0
Lecce,team,5,8,0.0
Lecce,team,5,9,0.0
Lecce,team,5,10,0.0
Lecce,team,5,11,0.0
Lecce,team,6,0,0.0
Lecce,team,6,1,0.0
Lecce,team,6,2,0.0
Lecce,team,6,3,0.0
Lecce,team,6,4,0.0
Lecce,team,6,5,0.0
Lecce,team,6,6,0.0
Lecce,team,6,7,0.0
Lecce,team,6,8,0.0
Lecce,team,6,9,0.0
Lecce,team,6,10,0.0
Lecce,team,6,11,0.0
Lecce,team,7,0,0.0
Lecce,team,7,1,0.0
Lecce,team,7,2,0.0
Lecce,team,7,3,0.0
Lecce,team,7,4,0.0
Lecce,team,7,5,0.0
Lecce,team,7,6,0.0
Lecce,team,7,7,0.0
Lecce,team,7,8,0.0
Lecce,team,7,9,0.0
Lecce,team,7,10,0.0
Lecce,team,7,11,0.0
Lecce,team,8,0,0.0
Lecce,team,8,1,0.0
Lecce,team,8,2,0.0
Lecce,team,8,3,0.0
Lecce,team,8,4,0.0
Lecce,team,8,5,0.0
Lecce,team,8,6,0.0043
Lecce,team,8,7,0.0
Lecce,team,8,8,0.0
Lecce,team,8,9,0.0
Lecce,team,8,10,0.0
Lecce,team,8,11,0.0
Lecce,team,9,0,0.0
Lecce,team,9,1,0.0
Lecce,team,9,2,0.009886
Lecce,team,9,3,0.028804
Lecce,team,9,4,0.024145
Lecce,team,9,5,0.006872
Lecce,team,9,6,0.024145
Lecce,team,9,7,0.0
Lecce,team,9,8,0.0
Lecce,team,9,9,0.0
Lecce,team,9,10,0.0
Lecce,team,9,11,0.0
Lecce,team,10,0,0.0
Lecce,team,10,1,0.0
Lecce,team,10,2,0.009886
Lecce,team,10,3,0.018081
